ETA,EXP_REGION_CODE,IMP_REGION_CODE,EXP_INVOICE_CURRENCY,EXP_PRICE,MID_INVOICE_CURRENCY,MID_PRICE,M3,CNT
2011/7/3,ID,TH,USD,11265.44,USD,11265.44,336.354,388
2011/7/3,MY,ID,USD,83.888,USD,86.87,22.359,11
2011/7/3,C1,BR,THB,43883.33,USD,1489.833,40.215,208
2011/7/3,C1,MY,THB,19931.14,USD,683.064,29.279,65
2011/7/3,C1,ZA,THB,41450.75,USD,1432.74,78.269,278
2011/7/2,AR,VE,USD,151149.2,USD,5138.792,1055.835,1067
2011/7/2,ID,BR,USD,656.355,USD,692.268,126.069,121
2011/7/2,C1,MY,THB,8.924,USD,9.23,3.5,4
2011/7/2,C1,PH,THB,433.65,USD,14.69,107.351,2
2011/7/2,C1,VN,THB,1126.59,USD,38.486,13.128,20
2011/7/2,C1,ZA,THB,5806.14,USD,202.373,122.334,47
2011/7/1,ID,MY,USD,49958.08,USD,1697.633,119.53,242
2011/7/1,MY,I1,USD,24170.24,USD,943.9,109.631,174
2011/7/1,C1,AR,THB,43.16,USD,44.138,12.403,16
2011/7/1,C1,C1,THB,454.237,USD,468.31,59.771,10
2011/7/1,C1,I2,THB,31953.89,USD,1096.905,132.093,144
2011/7/1,C1,MY,THB,43788.7,USD,1486.518,48.14,151
2011/7/1,C1,VE,THB,9752.72,THB,10036.38,9.524,53
2011/6/30,ID,ZA,USD,11276.85,USD,11276.85,381.747,447
2011/6/30,MY,ID,USD,121.988,USD,125.38,0.746,3
2011/6/30,C1,I1,THB,1070.02,USD,36.49,7.092,20
2011/6/30,C1,MY,THB,54565.27,USD,1853.479,71.353,243
2011/6/30,C1,TW,THB,150.51,THB,4735.08,15.489,31
2011/6/29,AR,VE,USD,30.46,USD,34.651,14.031,8
2011/6/29,PH,TW,USD,35749.64,USD,1234.45,244.985,327
2011/6/29,C1,C2,THB,7189.15,AUD,260.83,9.364,34
2011/6/29,C1,MY,THB,21402.37,USD,746.53,72.498,56
2011/6/29,TW,TH,USD,80993.98,THB,83563.433,90.35,36
2011/6/29,TW,VN,USD,75316.99,USD,2595.181,324.355,324
2011/6/28,C1,AR,THB,58391.9,USD,1982.312,81.68,310
2011/6/28,C1,AU,THB,38.53,AUD,45.06,6.659,3
2011/6/28,C1,AU,THB,506.066,USD,527.22,19.937,152
2011/6/28,C1,ID,THB,3900.22,USD,133.641,37.744,53
2011/6/28,C1,ID,THB,7.88,USD,8.201,0.785,1
2011/6/28,C1,MY,THB,0.132,USD,0.135,0.213,1
2011/6/28,TW,AU,USD,1869.74,USD,63.886,29.386,13
2011/6/27,ID,VN,USD,3795.65,THB,3902.869,35.191,59
2011/6/27,C1,BR,THB,781.6,USD,26.586,69.12,1
2011/6/27,TW,BR,USD,16.236,USD,16.904,3.467,17
2011/6/27,TW,ID,USD,981.251,USD,1049.313,157.696,201
2011/6/26,C1,BR,THB,435.313,USD,450.268,24.76,83
2011/6/26,C1,MY,THB,62359.24,USD,2117.966,93.969,277
2011/6/26,C1,ZA,THB,19970.04,USD,684.39,34.729,72
2011/6/25,ID,I1,USD,440.91,USD,14.94,110.552,3
2011/6/25,ID,MY,USD,1115.42,USD,39.993,108.103,12
2011/6/25,ID,PH,USD,59494.05,USD,2022.564,111.368,277
2011/6/25,C1,MY,THB,57200.68,USD,2019.02,503.405,290
2011/6/25,C1,PH,THB,43263.79,USD,1495.38,83.966,270
2011/6/24,C1,AR,THB,37822.17,USD,1306.14,390.268,351
2011/6/24,C1,I2,THB,4688.07,AUD,170.2,8.312,25
2011/6/24,C1,MY,THB,12307.13,USD,426.03,28.514,32
2011/6/24,C1,PK,THB,1879.6,USD,64.65,12.793,14
2011/6/24,C1,VN,THB,275.16,USD,9.029,2.76,3
2011/6/23,C1,AR,THB,50242.88,USD,1723.529,97.191,181
2011/6/23,C1,AU,THB,20.16,THB,20.802,0.072,2
2011/6/23,C1,AU,THB,67239.55,USD,2283.926,118.78,317
2011/6/23,C1,BR,THB,54597.57,THB,55608.08,39.961,139
2011/6/23,C1,C1,THB,416.467,USD,429.35,36.813,5
2011/6/23,C1,I1,THB,121.988,USD,125.38,0.746,3
2011/6/23,C1,MY,THB,98179.61,THB,101344.282,123.24,61
2011/6/23,C1,MY,THB,30418.35,USD,1046.34,219.253,350
2011/6/23,C1,TW,THB,60790.09,USD,2065.241,89.302,293
2011/6/22,MY,ID,USD,131.76,THB,4162.7,20.204,30
2011/6/22,PH,TW,USD,42.609,USD,48.416,14.324,9
2011/6/22,C1,ID,THB,254.475,USD,262.35,26.712,4
2011/6/22,C1,ID,THB,77190.43,USD,2661.68,155.724,136
2011/6/22,C1,MY,THB,69964.09,USD,2376.577,118.581,350
2011/6/22,TW,TH,USD,782.607,USD,814.906,18.228,137
2011/6/22,TW,VN,USD,2631.89,USD,90.531,12.982,53
2011/6/21,MY,ID,USD,274.11,USD,9.45,0.064,1
2011/6/21,C1,ID,THB,70.98,USD,71.956,123.74,6
2011/6/21,C1,MY,THB,263,USD,9.047,31.44,1
2011/6/20,ID,VN,USD,20.26,USD,0.694,0.352,2
2011/6/20,C1,BR,THB,7500.14,THB,7713.647,40.226,105
2011/6/20,C1,ID,THB,19738.61,USD,676.452,23.119,64
2011/6/19,ID,ZA,USD,781.6,USD,26.586,69.12,1
2011/6/19,C1,BR,THB,844.384,USD,873.586,33.611,138
2011/6/19,C1,C3,THB,24.313,THB,759.961,4.12,7
2011/6/19,C1,MY,THB,122.319,USD,126.1,5.724,1
2011/6/19,C1,PH,THB,67706.24,USD,2300.682,124.297,316
2011/6/19,C1,ZA,THB,34099.32,USD,1178.33,11.52,180
2011/6/18,ID,PH,USD,47083.35,USD,1600.624,594.932,371
2011/6/18,ID,TH,USD,857.313,USD,907.806,124.311,181
2011/6/18,MY,ID,USD,10.603,USD,10.93,1.257,1
2011/6/18,C1,MY,THB,47.919,USD,49.42,14.091,11
2011/6/18,C1,VN,THB,433.65,USD,14.69,78.108,2
2011/6/18,C1,ZA,THB,63517.1,USD,2157.6,109.907,300
2011/6/17,ID,MY,USD,11226.47,USD,397.86,86.622,42
2011/6/17,MY,ID,USD,39473.49,USD,1553.38,36.13,226
2011/6/17,PH,ID,USD,404.653,USD,417.18,36.252,4
2011/6/17,C1,AR,THB,43085.78,USD,1486.94,161.145,396
2011/6/17,C1,MY,THB,5466.3,AUD,198.51,5.664,24
2011/6/17,C1,PK,THB,11330.92,USD,391.81,32.071,33
2011/6/17,C1,VE,THB,52392.59,USD,1792.768,23.922,134
2011/6/16,MY,ID,USD,68291.86,USD,2316.664,98.222,315
2011/6/16,C1,AR,THB,25846.15,THB,26267.18,43.737,64
2011/6/16,C1,AU,THB,48512.43,USD,1649.239,593.331,382
2011/6/16,C1,AU,THB,1683.13,USD,1683.13,52.568,12
2011/6/16,C1,I1,THB,121.988,USD,125.38,0.746,3
2011/6/16,C1,MY,THB,62061.42,THB,64060.53,142.977,33
2011/6/16,C1,TW,THB,20981.52,USD,719.34,221.582,257
2011/6/16,C1,ZA,THB,71030.77,USD,2410.275,125.359,271
2011/6/15,AR,VE,USD,48.84,THB,1533.62,8.032,17
2011/6/15,PH,TW,USD,104028.99,USD,3587.13,92.421,200
2011/6/15,C1,ID,THB,74118.66,USD,2508.051,117.193,319
2011/6/15,C1,ID,THB,1.35,USD,1.6,0.488,4
2011/6/15,C1,MY,THB,4945.4,USD,169.324,32.5,55
2011/6/15,TW,TH,USD,2.802,USD,3.132,0.512,2
2011/6/14,C1,ID,THB,263,USD,9.047,31.44,1
2011/6/14,C1,MY,THB,3809.12,THB,3918.088,39.862,58
2011/6/13,ID,PK,USD,1563.2,USD,53.172,69.12,2
2011/6/13,C1,BR,THB,660.864,USD,700.419,78.29,118
2011/6/13,TW,I1,USD,508.444,USD,525.982,34.866,97
2011/6/12,C1,BR,THB,20.926,THB,655.274,10.91,5
2011/6/12,C1,MY,THB,347.374,USD,356.732,11.707,23
2011/6/12,C1,ZA,THB,122.319,USD,126.1,5.724,1
2011/6/11,ID,MY,USD,4277.32,JPY,4494.85,61.272,3
2011/6/11,ID,PH,USD,61129.76,USD,2072.646,73.057,267
2011/6/11,ID,TH,USD,39231.01,USD,1345.37,53.237,140
2011/6/11,ID,TW,USD,40320.2,USD,1393.92,27.251,234
2011/6/11,MY,ID,USD,433.65,USD,14.69,99.339,2
2011/6/11,PH,ID,JPY,571.18,USD,19.593,7.113,7
2011/6/11,C1,MY,THB,1135.33,USD,40.754,259.783,13
2011/6/11,C1,PH,THB,68699.85,USD,2332.124,138.275,375
2011/6/11,C1,VN,THB,6746.36,USD,244.27,41.547,63
2011/6/10,C1,AR,THB,20553.85,THB,21036.27,47.958,65
2011/6/10,C1,C1,THB,122.319,USD,126.1,7.632,1
2011/6/10,C1,I2,THB,54782.57,USD,1892.01,194.936,374
2011/6/10,C1,MY,THB,18079.76,AUD,654.11,6.768,49
2011/6/10,C1,PK,THB,26660.46,USD,930.9,33.556,64
2011/6/10,C1,TW,THB,14491.73,USD,500.912,30.698,128
2011/6/9,MY,ID,USD,47178.9,USD,1601.778,73.929,211
2011/6/9,C1,AR,THB,25482.79,USD,991.33,35.618,163
2011/6/9,C1,AU,THB,47956.15,USD,1630.33,415.991,379
2011/6/9,C1,AU,THB,72388.67,THB,74712.371,83.934,37
2011/6/9,C1,I1,THB,19332.5,USD,663.166,212.712,218
2011/6/9,C1,MY,THB,43032.97,USD,1460.536,34.211,191
2011/6/9,C1,VE,THB,48.61,THB,1527,10.27,12
2011/6/9,C1,ZA,THB,57634.11,USD,1987.35,118.375,117
2011/6/8,C1,ID,THB,65279.27,USD,2217.313,69.041,230
2011/6/8,C1,ID,THB,4831.4,USD,165.439,35.403,57
2011/6/8,C1,MY,THB,667.95,USD,22.784,7.024,13
2011/6/8,TW,TH,USD,509.898,USD,527.484,34.926,103
2011/6/7,C1,ID,THB,20.926,THB,655.274,7.741,5
2011/6/7,C1,MY,THB,263,USD,9.047,31.44,1
2011/6/6,C1,BR,THB,3804.06,THB,3912.491,36.58,70
2011/6/6,C1,C2,THB,28678.07,USD,983.678,82.849,97
2011/6/5,ID,PH,USD,651.656,USD,24.044,10.824,2
2011/6/5,ID,TH,USD,4123.04,USD,4123.04,138.073,211
2011/6/5,C1,BR,THB,271.083,USD,280.197,114.744,66
2011/6/5,C1,MY,THB,30170.04,USD,1023.439,38.305,121
2011/6/5,C1,PH,THB,44143.34,USD,1524.29,37.955,297
2011/6/5,C1,TR,THB,63.31,THB,1986.74,11.247,16
2011/6/4,AR,VE,USD,17.848,USD,18.46,3.5,8
2011/6/4,ID,MY,USD,5663.61,USD,200.277,262.299,63
2011/6/4,C1,MY,THB,7245.67,USD,248.28,40.938,36
2011/6/4,C1,VN,THB,1332.09,USD,49.84,19.306,7
2011/6/4,TW,TH,USD,0.132,USD,0.135,0.051,1
2011/6/3,MY,I1,USD,14.39,USD,14.93,3.056,6
2011/6/3,C1,I2,THB,122.319,USD,126.1,7.632,1
2011/6/3,C1,MY,THB,37232.81,USD,1285.36,387.831,348
2011/6/3,C1,PK,THB,15680.94,AUD,567.33,39.038,35
2011/6/3,TW,ID,USD,16860.34,USD,591.53,124.45,40
2011/6/2,ID,AR,USD,54.45,USD,1.88,0.12,1
2011/6/2,MY,ID,USD,13514.18,USD,466.949,19.749,103
2011/6/2,C1,AR,THB,504.76,USD,17.498,0.024,1
2011/6/2,C1,AU,THB,15.3,THB,15.689,0.192,2
2011/6/2,C1,AU,THB,73393.06,USD,2494.947,354.904,516
2011/6/2,C1,BR,THB,116573.8,THB,120268.154,183.608,52
2011/6/2,C1,I1,THB,98776.12,USD,3402.292,442.33,398
2011/6/2,C1,ZA,THB,63.31,AUD,73.87,3.977,6
2011/6/1,C1,MY,THB,83.888,USD,86.871,45.282,11
2011/6/1,C1,ZA,THB,20.926,THB,655.274,9.132,5
2011/5/31,C1,ID,THB,16.36,USD,21.1,13.902,2
2011/5/31,C1,ID,THB,4740.84,USD,162.357,69.298,54
2011/5/31,TW,AU,USD,7.88,USD,8.201,0.942,1
2011/5/30,ID,BR,USD,460.636,USD,474.9,61.994,11
2011/5/30,ID,TH,USD,263,USD,9.047,62.88,1
2011/5/30,PH,VN,USD,3172.98,THB,3264.49,4.814,21
2011/5/30,C1,BR,THB,651.656,USD,24.044,12.672,2
2011/5/30,TW,BR,USD,365.75,USD,13.393,3.52,1
2011/5/29,MY,ID,USD,7093.64,USD,7093.64,185.59,232
2011/5/29,C1,BR,THB,496.653,USD,513.774,22.759,95
2011/5/29,C1,MY,THB,576.98,USD,611.248,17.996,45
2011/5/29,C1,TR,THB,37.37,USD,38.222,13.192,11
2011/5/29,C1,ZA,THB,216.61,USD,7.48,1.568,3
2011/5/28,AR,VE,USD,17790.84,USD,605.311,28.398,80
2011/5/28,ID,PH,USD,496.653,USD,513.774,22.759,95
2011/5/28,ID,TW,USD,576.98,USD,611.248,17.996,45
2011/5/28,ID,ZA,USD,37.37,USD,38.222,13.192,11
2011/5/28,C1,AR,THB,216.61,USD,7.48,1.568,3
2011/5/28,C1,MY,THB,17790.84,USD,605.311,28.398,80
2011/5/28,C1,PH,THB,28851.06,USD,989.602,81.696,99
2011/5/28,C1,TW,THB,17790.84,USD,605.311,28.398,80
2011/5/28,C1,VN,THB,496.653,USD,513.774,22.759,95
2011/5/28,C1,ZA,THB,576.98,USD,611.248,17.996,45
2011/5/28,TW,TH,USD,37.37,USD,38.222,13.192,11
2011/5/27,ID,MY,USD,216.61,USD,7.48,1.568,3
2011/5/27,ID,VN,USD,17790.84,USD,605.311,28.398,80
2011/5/27,C1,I2,THB,28851.06,USD,989.602,81.696,99
2011/5/27,C1,ID,THB,19885.93,THB,20848.79,53.669,62
2011/5/27,C1,MY,THB,38104.98,USD,1315.57,15.379,176
2011/5/27,C1,PK,THB,731.5,USD,26.786,5.28,2
2011/5/26,C1,AR,THB,149.96,THB,4713.17,20.257,34
2011/5/26,C1,AU,THB,389.39,USD,401.709,97.819,79
2011/5/26,C1,AU,THB,442.14,USD,454.665,6.004,80
2011/5/26,C1,I1,THB,5129.37,USD,178.042,104.508,52
2011/5/26,C1,PK,THB,909.46,USD,31.36,0.288,1
2011/5/26,C1,VE,THB,8084.01,USD,278.05,37.609,65
2011/5/26,TW,VN,USD,45598.15,USD,1663.52,722.011,146
2011/5/25,C1,AR,THB,867.39,USD,29.28,57.312,4
2011/5/25,C1,ID,THB,16034.59,AUD,580.12,45.73,36
2011/5/25,C1,ID,THB,16860.34,USD,591.53,155.261,40
2011/5/25,C1,ZA,THB,19792.58,USD,681.44,25.102,156
2011/5/25,TW,ID,USD,2.15,USD,0.08,0.096,2
2011/5/24,ID,C1,USD,23075.59,USD,898.02,37.398,139
2011/5/24,C1,C3,THB,7.51,USD,9.216,0.19,2
2011/5/24,C1,MY,THB,35403.23,USD,1222.48,193.569,314
2011/5/24,C1,US,THB,96056.83,THB,99136.849,82.931,48
2011/5/23,ID,I1,USD,50131.68,USD,1724.079,178.156,427
2011/5/23,ID,TH,USD,42722,USD,1452.296,497.399,357
2011/5/23,ID,VN,USD,0.87,USD,1.339,0.024,1
2011/5/23,MY,ID,USD,2.249,USD,2.593,1.28,2
2011/5/23,C1,BR,THB,20.26,USD,0.694,1.056,2
2011/5/22,ID,ZA,USD,16447.19,USD,558.281,23.339,85
2011/5/22,C1,MY,THB,93.59,USD,3.31,16,2
2011/5/22,C1,PH,THB,8.721,USD,9.017,8.472,11
2011/5/22,C1,TR,THB,44.246,THB,1385.607,12.861,13
2011/5/22,C1,ZA,THB,988.472,USD,1027.905,18.96,232
2011/5/21,AR,VE,USD,497.902,USD,513.31,53.424,6
2011/5/21,ID,MY,USD,4943.38,USD,169.212,32.304,53
2011/5/21,ID,PH,USD,24.92,USD,25.259,69.3,3
2011/5/21,C1,ID,THB,3634.31,THB,3738.862,31.843,31
2011/5/21,C1,VN,THB,27038.21,USD,927.255,11.398,68
2011/5/21,C1,ZA,THB,752.326,USD,27.578,15.096,4
2011/5/20,PH,ID,USD,781.6,USD,26.586,69.12,1
2011/5/20,C1,C1,THB,7190.79,USD,7190.79,290.147,296
2011/5/20,C1,MY,THB,274.97,USD,284.203,96.162,65
2011/5/20,C1,PK,THB,661.774,USD,685.637,46.568,118
2011/5/20,C1,TW,THB,79604.92,USD,2744.97,52.042,164
2011/5/19,C1,AU,THB,45536.52,USD,1574.26,48.72,281
2011/5/19,C1,AU,THB,38842.21,USD,1320.461,164.525,286
2011/5/19,C1,I1,THB,44.06,USD,45.43,21.096,10
2011/5/19,C1,VE,THB,1693.74,USD,57.954,23.09,21
2011/5/19,TW,TH,USD,5780.44,USD,198.2,41.154,34
2011/5/18,PH,TW,USD,23244.54,USD,821.33,276.215,172
2011/5/18,C1,AR,THB,29890.93,THB,31063.28,44.213,94
2011/5/18,C1,ID,THB,15628.41,AUD,565.45,55.764,35
2011/5/18,C1,ID,THB,16860.34,USD,591.53,186.503,40
2011/5/17,PH,VN,USD,36792.53,USD,1267.663,73.366,160
2011/5/17,C1,C2,THB,22694.13,USD,885.96,34.731,148
2011/5/16,ID,MY,USD,52.47,THB,1658.54,4.394,22
2011/5/16,ID,VN,USD,124.263,USD,127.351,2.112,2
2011/5/16,C1,BR,THB,37121.57,USD,1281.72,162.61,331
2011/5/16,C1,ID,THB,76298.59,THB,78754.878,127.414,26
2011/5/15,ID,TH,USD,18355.83,USD,630.362,220.639,239
2011/5/15,MY,ID,USD,45.83,USD,55.904,31.52,8
2011/5/15,PH,ID,JPY,387.2,USD,13.203,11.376,7
2011/5/15,C1,BR,THB,984.038,USD,1016.69,144.902,203
2011/5/15,C1,MY,THB,576.952,USD,599.819,32.661,163
2011/5/15,C1,TR,THB,7542.78,USD,257.592,30.481,86
2011/5/15,C1,TW,THB,46849.55,USD,1615.49,67.071,89
2011/5/14,AR,VE,USD,32.852,THB,1028.654,31.082,10
2011/5/14,ID,PH,USD,283.545,USD,292.32,22.896,3
2011/5/14,ID,TW,USD,4277.32,JPY,4494.85,46.8,3
2011/5/14,C1,MY,THB,694.03,USD,23.931,73.564,7
2011/5/14,C1,PH,THB,4019.78,THB,4134.213,38.943,61
2011/5/14,C1,PK,THB,1352.355,USD,49.685,11.676,5
2011/5/14,C1,VN,THB,49506.38,THB,51164.85,141.315,145
2011/5/14,C1,ZA,THB,1669.83,USD,1669.83,46.188,86
2011/5/13,C1,I2,THB,598.834,USD,619.633,73.628,119
2011/5/13,C1,MY,THB,354.166,USD,381.9,12.438,26
2011/5/13,C1,PK,THB,20885.13,USD,709.593,25.705,118
2011/5/13,C1,VE,THB,56257.29,USD,1929.361,35.366,150
2011/5/13,C1,ZA,THB,2.15,USD,0.08,0.016,2
2011/5/12,C1,AR,THB,51093.74,USD,1764.21,122.786,346
2011/5/12,C1,I1,THB,42119.95,USD,1431.836,472.517,353
2011/5/12,TW,I1,USD,6518.91,USD,227.222,189.284,56
2011/5/11,PH,TW,USD,5798.49,USD,198.83,39.817,37
2011/5/11,C1,AR,THB,8237.82,USD,293.36,223.376,104
2011/5/11,C1,ID,THB,42920.21,USD,1679.62,73.837,218
2011/5/11,C1,ID,THB,70.78,USD,2.451,0.008,1
2011/5/11,C1,MY,THB,597.37,USD,19.84,26.729,4
2011/5/11,C1,ZA,THB,31479.7,USD,1080.587,118.927,139
2011/5/11,TW,TH,USD,2.802,USD,3.132,3.072,2
2011/5/9,ID,VN,USD,124.263,USD,127.351,2.88,2
2011/5/9,MY,ID,USD,61764.52,USD,2126.63,116.295,501
2011/5/9,C1,BR,THB,51952,THB,53647.166,163.945,31
2011/5/9,TW,AU,USD,18255.56,USD,626.923,290.548,231
2011/5/8,ID,TH,USD,45629.67,USD,1544.233,41.032,159
2011/5/8,C1,MY,THB,41903.67,USD,1424.369,228.227,318
2011/5/8,C1,PH,THB,71.04,THB,2239.13,12.276,22
2011/5/8,C1,TR,THB,570.439,USD,593.067,30.287,155
2011/5/8,C1,TW,THB,121.108,USD,124.86,22.896,1
2011/5/8,C1,ZA,THB,6342.09,USD,216.565,37.234,66
2011/5/7,AR,VE,USD,62.94,AUD,73.45,5.292,5
2011/5/7,ID,MY,USD,28.045,THB,878.007,13.64,9
2011/5/7,ID,PH,USD,3886.09,THB,3997.122,55.331,63
2011/5/7,C1,BR,THB,29409.44,USD,1008.843,54.711,101
2011/5/7,C1,MY,THB,650.364,USD,23.874,14.85,2
2011/5/7,C1,VN,THB,48647.75,THB,50328.75,215.118,146
2011/5/6,AR,VE,USD,1613.69,USD,54.719,69.12,2
2011/5/6,PH,TW,USD,8040.06,USD,8040.06,285.309,292
2011/5/6,C1,C1,THB,725.626,USD,749.627,140.035,148
2011/5/6,C1,MY,THB,497.575,USD,514.222,49.979,93
2011/5/6,C1,PK,THB,54.25,USD,1.87,0.148,1
2011/5/6,C1,VE,THB,40221.34,USD,1360.155,27.66,159
2011/5/5,C1,AR,THB,50598.16,USD,1748.81,123.76,349
2011/5/5,C1,AU,THB,5505.74,USD,5505.74,186.64,248
2011/5/5,C1,AU,THB,277.72,USD,284.636,5.613,6
2011/5/5,C1,I1,THB,2262.35,USD,77.393,38.639,30
2011/5/5,C1,ID,THB,65442.08,USD,2224.76,194.261,344
2011/5/5,C1,MY,THB,18465,USD,668.62,324.137,170
2011/5/5,C1,PK,THB,24115.78,USD,937.56,34.659,160
2011/5/5,TW,ID,USD,433.74,USD,14.59,49.863,2
2011/5/5,TW,TH,USD,29435.14,AUD,1064.66,30.624,66
2011/5/4,ID,AR,USD,30292.1,USD,1061,132.099,75
2011/5/4,ID,ZA,USD,31519.33,USD,1081.927,118.952,146
2011/5/4,C1,AR,THB,54397.1,USD,1875.78,132.199,111
2011/5/4,C1,C3,THB,49836.03,USD,1692.021,72.773,213
2011/5/4,C1,ID,THB,0.84,USD,0.04,0.048,2
2011/5/4,C1,ID,THB,0.132,USD,0.135,0.162,1
2011/5/4,C1,MY,THB,119.18,THB,3751.04,13.617,28
2011/5/4,C1,ZA,THB,7.2,USD,7.47,3.288,3
2011/5/3,ID,VN,USD,37.58,USD,38.436,14.175,12
2011/5/3,MY,I1,USD,36218.45,USD,1243.17,198.91,335
2011/5/3,C1,C2,THB,20.22,USD,0.691,0.352,2
2011/5/2,ID,MY,USD,43469.71,THB,44909.529,153.484,29
2011/5/2,ID,TH,USD,18323.32,USD,629.025,234.969,245
2011/5/2,C1,BR,THB,53341.2,USD,1810.211,79.225,257
2011/5/2,TW,BR,USD,52641.72,USD,1787.109,280.519,478
2011/5/1,MY,ID,USD,507.515,USD,528.243,20.35,139
2011/5/1,C1,BR,THB,17.826,USD,18.592,2.66,8
2011/5/1,C1,MY,THB,732.09,USD,24.966,16.76,14
2011/5/1,C1,TW,THB,728.242,USD,752.301,149.299,146
2011/4/30,ID,BR,USD,28.045,THB,878.007,13.816,9
2011/4/30,ID,PH,USD,4741.89,USD,161.627,35.558,54
2011/4/30,ID,TW,USD,7.88,USD,8.201,0.628,1
2011/4/30,ID,VN,USD,121.108,USD,124.86,22.896,1
2011/4/30,C1,MY,THB,264.37,USD,9.042,62.88,1
2011/4/30,C1,PH,THB,3867.46,THB,3977.926,41.834,66
2011/4/29,AR,VE,USD,29780.05,THB,30637.02,133.73,131
2011/4/29,PH,TW,USD,75.046,USD,77.714,22.209,10
2011/4/29,C1,AR,THB,530.795,USD,548.754,64.129,105
2011/4/29,C1,I2,THB,380.658,USD,390.709,12.574,33
2011/4/29,C1,MY,THB,567.924,USD,590.339,20.134,146
2011/4/29,TW,TH,USD,58115.56,USD,1973.754,103.557,267
2011/4/28,C1,AR,THB,31722.08,USD,1087.617,54.59,118
2011/4/28,C1,AU,THB,7866.66,USD,7866.66,237.74,332
2011/4/28,C1,AU,THB,277.632,USD,284.545,5.925,5
2011/4/28,C1,I1,THB,36703.63,USD,1259.82,228.993,337
2011/4/28,C1,MY,THB,7732.11,USD,266.362,284.051,92
2011/4/28,TW,VN,USD,46728.36,USD,1586.423,75.105,215
2011/4/27,C1,AR,THB,145.43,THB,4577.87,23.833,35
2011/4/27,C1,MY,THB,875.25,USD,29.44,82.889,5
2011/4/27,TW,VN,USD,15426.35,AUD,558.29,36.208,36
2011/4/26,C1,BR,THB,12808.13,USD,447.18,121.548,36
2011/4/26,C1,MY,THB,30278.57,USD,1039.625,19.772,100
2011/4/26,TW,ID,USD,59922.97,USD,2035.108,156.916,304
2011/4/25,ID,VN,USD,25.725,USD,31.742,4.938,6
2011/4/25,MY,ID,USD,325.28,USD,11.19,2.283,6
2011/4/25,C1,BR,THB,49390.4,USD,1676.807,77.214,201
2011/4/24,ID,PH,USD,46.049,USD,52.319,18.982,10
2011/4/24,ID,TH,USD,1178.27,USD,39.803,7.894,6
2011/4/24,ID,ZA,USD,54631.6,USD,1854.063,74.177,213
2011/4/24,C1,BR,THB,0.87,USD,1.27,0.024,1
2011/4/24,C1,MY,THB,593.811,USD,617.449,35.447,166
2011/4/24,C1,ZA,THB,347.709,USD,358.49,65.843,11
2011/4/23,AR,VE,USD,3571.09,USD,122.08,29.162,50
2011/4/23,ID,MY,USD,581.715,USD,602.793,68.337,113
2011/4/23,ID,TW,USD,32.615,THB,1022.193,29.786,9
2011/4/23,C1,MY,THB,24.92,USD,25.259,96.03,3
2011/4/23,C1,PK,THB,311.43,USD,10.626,58.076,4
2011/4/23,C1,VN,THB,54908.9,USD,1862.487,82.423,285
2011/4/23,C1,ZA,THB,832.09,USD,28.133,34.56,1
2011/4/22,C1,MY,THB,13557.91,USD,13557.91,480.371,555
2011/4/22,C1,PK,THB,718.107,USD,741.871,109.126,136
2011/4/22,C1,VE,THB,633.995,USD,651.384,29.635,56
2011/4/21,C1,AR,THB,56170.88,USD,1903.345,74.783,217
2011/4/21,C1,AU,THB,32270.93,USD,1116.35,497.956,44
2011/4/21,C1,AU,THB,88553.47,USD,3054.54,101.308,541
2011/4/21,C1,I1,THB,62798.69,USD,2125.998,352.895,410
2011/4/21,C1,MY,THB,67534.74,USD,2297.706,160.229,382
2011/4/21,C1,US,THB,49781.54,USD,1788.35,704.302,351
2011/4/21,TW,TH,USD,23848.71,USD,926.79,35.029,137
2011/4/20,PH,TW,USD,36512.19,USD,1253.32,268.182,346
2011/4/20,C1,ID,THB,15078.98,AUD,545.71,24.518,34
2011/4/20,C1,ID,THB,14663.06,USD,512.39,96.82,37
2011/4/20,C1,MY,THB,70523.68,USD,2409.696,87.829,278
2011/4/20,C1,ZA,THB,64788.76,USD,2201.957,154.63,321
2011/4/20,TW,AU,USD,93.86,USD,3.29,10.4,2
2011/4/19,C1,ID,THB,106.45,THB,3348.33,14.806,23
2011/4/19,C1,MY,THB,401.896,USD,411.915,5.925,7
2011/4/19,C1,US,THB,102796.7,THB,106269.54,159.425,51
2011/4/18,ID,TH,USD,37136.69,USD,1271.062,308.812,449
2011/4/18,ID,VN,USD,5027.84,USD,171.254,33.838,8
2011/4/18,C1,AR,THB,43340.91,USD,1464.626,341.702,355
2011/4/18,C1,BR,THB,22.19,AUD,25.88,2.702,2
2011/4/17,ID,MY,USD,59298.84,USD,2038.227,93.755,115
2011/4/17,MY,ID,USD,52247.22,USD,1773.094,73.826,209
2011/4/17,C1,BR,THB,93.86,USD,3.29,4,2
2011/4/17,C1,C3,THB,34.886,THB,1097.377,13.96,12
2011/4/17,C1,MY,THB,906.523,USD,943.56,35.597,211
2011/4/17,C1,TW,THB,298.11,USD,10.25,1.84,4
2011/4/16,ID,PH,USD,6368.74,USD,217.266,34.648,74
2011/4/16,C1,PH,THB,1061.781,USD,1098.918,137.146,189
2011/4/16,C1,VN,THB,621.168,USD,640.39,53.424,7
2011/4/15,ID,I1,USD,751.62,USD,25.36,48.58,3
2011/4/15,PH,ID,USD,10.09,USD,0.344,1.056,1
